Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_hashed,Price_Encrypted,RAM_Size_Encrypted
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,11038.928125612205,4420f8ed435ae6dc11e3dc607559dac0f8f97e03fb44dfdbee0d3cad3dfdba7e,gAAAAABn7QoAl3GI1j4Z2Wue9K8Fc6sM9vi9GvUmmB2D7Vvj7ykq221myX4cc5J88s16uIPo8rLLz3HdlgIdwRHZ5OfHp8-SbhG7DtAqQiX4t1dCooEY_4M=,gAAAAABn7QoAASvom9sDT1teCWh0TgaMNUqw880GRwBhRk6ohdL08V_v4Yj2ZpUluqswF8EtDXCqXKOqRihsRJwumjhUzGxtEQ==
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,8971.512504748447,da2d995346a35c31f2cb036ddd79a0f5a9a4140da81b88c8c7419a60fef40691,gAAAAABn7QoAsNfB5bQrzAmT8rdbftADnpbQc6gHTeQQrb5fLD-SPQlF9nvlTS9yIRYXtL7Gmaw2p1pUvEEmh5CqP44qN0VFOOC3NWUE7WjPsVcNfbVLHoU=,gAAAAABn7QoAJw8rGuycGoCxI8Ma-terjv5mhTA6d8kaqfYDXjf82m_d6whH8h7hzn9mmQ7QVMlbjOj324kK1jL8dqL6dj9_xg==
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,10915.05717304083,d8763bc92b2968e21aba7a08f16922ca22d9c5248a821c374ced1c8603cde768,gAAAAABn7QoAdKCoFqjTh8w7HbX3zdouZc3MFG0LT9DtkTuqxIyWqmW6SHds1RoocvbxTvAEHdXutSvLsMNT5NFjN4LxNQmkxFpYqms3feqbNAYeXfWSMXg=,gAAAAABn7QoAcuj9WMzDfMASMm_3cftPYaL0HzQym5L3X2vs0UsclB6vhOecrUeg8uZ9VUPfsYFmRkYN3cP9IMNI6dzAUm2ZjA==
Dell,3.674740905155321,16,256,11.746296987447948,3.539549251270336,9637.891638203962,00efcb1507b5ab10a2e80b37f59ea694bd3b66f7ad09eb9310f3cf9b61bbc826,gAAAAABn7QoAd7dR15dblDV9ajPxiTVuC_Df-7D4VptlhJ0Jj6VA8RjO0P9NvFaScgI39HTMkjMbS9XF5dcG7CrrRZ_abkkcE1qI9UKuw77NKdZKotavpnc=,gAAAAABn7QoAYqWjZID3f6875HL3f3_WBlW4tQIwVZmjdrl_b8JEGNv7r9bNddVW2qdHRtsWspx27-cH4qKuJDTx-22pV0CkmQ==
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,9593.110592180388,930869f03827b8fa2e51641ee24f5bddb5e01a20a0d0575dad7f009c3f54e02d,gAAAAABn7QoAOdzzYqSJYtN2SJ0YiuPqCt0UuT1LzLoOahX49U-0yKBfUmjhiH2nMSSivNCP-u3FdAx0OgDeoB0UhlBdsnkX1-IeMsmJpCnmn4TQ5FZhTSo=,gAAAAABn7QoABplfZtSUHwnI0eY43U_k6tdptME13zkO4TFxdg8sYV6J54DbF637nQUgV917BUbDn4RUDRVhy2f5i--sEtlsgw==
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,31965.356609806408,02ef9675ecf6c0700c0986428113b2d9f188e11c68256e5bffd9d5d19577984c,gAAAAABn7QoAS8SE-dl0fxBXM_qrao27hpBprQqTs7Oxlk8CU9kV_YLDGvr1ynUxMrxF7gF1iNg-4JH8a_8s8QvEzrkBtZ6nViDz72E6YX0V8JF58ebXpxE=,gAAAAABn7QoAy9y7GhMTBwvHOAB3ussWjrBuqaUt8-SWWBYPRA4FJUFXSQzg6oHuBm4rN1Dpbv9M4NmvjGbJ_RF7SI8w16dyJQ==
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,gAAAAABn7QoAbodot5533C87bYc1eUzZiLLofR1xdg_CDAM86gli08udkVNPocX_Lo7eU3ZvVxxi05M2W960J0oBrYGPOQrHs5nJE_BMuuhPEyadIX8WX8Q=,gAAAAABn7QoAYNHB16CoLiMlQsUK5Dff_bRej-MpfErtbxAHJkb9Qf5NCotKD5KrbQPoKh3BV-aPyy9m6ISGAOJ8qQLQ4f3m3g==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,32764.274431192796,cbae35da1050476bf6a78fd4f3dced832ea62d45e530cfadb2ef28a46a34e3e0,gAAAAABn7QoAof27AxAYALcPRF7DL692Mu7Q9klQDRVPCs0jYEiFtv7MGI6HHIz6hFCzAJLKihKfLBXIpSH2TE4XoJvCi9aHzNkuLAGKDSToxjzTGINBKLg=,gAAAAABn7QoAy9LZHSIIFaF1Ug4W4ZYDOh3paDkIItC4Tp4FMlDIhfpx6EA37Wc2Ice4j3Fm08KjfJBp5W2eTAMUetj4ea42Iw==
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,gAAAAABn7QoAsWIQLLoerXi1p57SxF9f9ymZGW4s8LOnNZTfMzLOiUB380DiTK7i8Yg3iecDBdjqr-z-6cBCT2hhLVl7BCWadV7fNTDOvdevt_CVaViyvfc=,gAAAAABn7QoA5GHJlYTwGMKFTphXqgvTLeCPmFaaxO3QTFCHjg8OA_LfTUh7ItRtovRzUTkZbr2TjrSaUnAINNcK_JRQkjqKOg==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,gAAAAABn7QoAVVA0QqN0j7JYyfSknaCQsNWE5B3dc-_78YdVzEehp-wLAu1jxlbq_buyE13mYuinwaiKDMoeWY-izpUh8Qp7w8cYrxJYbGgqiZMvAMh0qjQ=,gAAAAABn7QoAtY2JaxddG2l9VeO3ksBRaT-nMSrsRwg0WW4sF_SV5BpP_en79G8SlALrTRtAewmwOlWLvVVuiIi8JIfZHDbrBA==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABn7QoAvPdcqqpC7P0H9ese8SFEgpHda7b6YCklKtZ133jlWhrSNUK370dnYFsH_RlZayLH0yM7WvV7SMfpgV7rRDLr9gJbIRsR3RrDqa1zeyMDhJA=,gAAAAABn7QoAyndvYLIwoRI0C9NZdflWdJjgk0wmhaQKrwPYQEuN4tsBmA8JGfxDfK23EbMh6lyw-V5caPWG4PQIClr_nvfk-w==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABn7QoAItDEXj1bGQHymSwTGRGh6Kf2_nIpFKe17_OdccGpkCKyifteRMEYcqPCpENCpA-QVPYUaRRIWsVksj7lLoof-jTFhkXU9tIPOX219IZlRDU=,gAAAAABn7QoAoq2YlPHRX4Vzc505AkeBxKlNeO9UI_NRf8m06Xo1GCTWPUoblocziFrsIyUpeK3sqiZBaXLw0NWuv8qYezIngg==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABn7QoAFbBF4ncMbGTjqXt8HCjO58YZ4o0RbU88MA2RWIEeA5C7gacnZsBdtEuuROXIrsSrdBDqBKX4lZxmYQdltwTKmcU7Ja4ZTBRhMMs648pHa8A=,gAAAAABn7QoAn__YAuinJPkm_9LjMyiA3D3V9Dj-lDOBHUXzD3pLbdsOHO1V1nzJhITmuI2V6ro_tk0gtWhUdOc-FMCE_PZO8g==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABn7QoAkTmgNgyR_sMrvc0Y8hIGAHBFXLfdDpfg0SMrt97FsD87mVR_DfZzL181c13Fdihv26Gmgsl25KYGo77tfs8kXl8bRvPYc73Lz5F_-dyFC4s=,gAAAAABn7QoAPJX-tirwjkLzrl0e40q6wE0a9LgcXSDc1BrNm3zR3QXCn82Qe8c4CP5m6UWgbG0VRmsts6z-9LoPQpZ6RX916A==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABn7QoAz5IOXn5t3GJaoSwdA9RvaPOdZp63G4qlnEcfNCIda9-hZ1AS1so1_PGwr6c_eHhRJufy-2MiefKIBDr_Kd1q890FCAFsn5AlGbJcwFvcF8s=,gAAAAABn7QoA1sc0pXjSyKTUKR2AjsRgFq9SQrQh4mYT4RclrY95dnk4JohJ4c1X7WVvRsLsBPVNAeVML6pgOBkO0c4PSi6ACA==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABn7QoAErQbbcSiM-WghBlme1luay1xYl1Wx4z_hCznvDdhOU4bUGPn0bTcl7ANrXi3uwIV55thgUjbLM28TiPdp9uSoMgZmvmn_uw_wgAhPa-0ilA=,gAAAAABn7QoADkCD6m-4cVxA2hDK7eA0Ic6D3XcJOaEVL6w1cLXWcY5YfbqjpbDy3DhXR5rGBHOaUy0XitHaVO3hKoutkEtrvw==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABn7QoA1OfjN2pQJM8yv1ZV1-4PO-LHz9xiqslpYCfLKJC96mqtHEwFnwrNJyhDXU12lCzgG-iVpFRcsNqhHsM9YrK61SLHwYPeX8fmj9v-k5h78vs=,gAAAAABn7QoAjF5WYmNjrgfS371O-feg6xfJ6oXdUJrdwGRKdu5v7L7_Zxew6-6EfuhbvCUf06sflJyYxfjgavnuuV1k4nsJQA==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABn7QoAap-8fO1C0vlxciaLXr3-XZS4gh54skvpwW47bFaPpOLGPrj5o_FMhWxb82cWzPZAEfxvEBbjgSJ_tyOG8EXS7okJbb2aRISLBbNipo377Ig=,gAAAAABn7QoARazbDu4G-kfou9oypib41IyHfcR1luMrKFFx_foTh0vXWz17dc2DJlAgqQwfH5456-YDuq4OSLtBPalTZ-4KZA==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABn7QoA8KC0sPABEOuntdWOG5qktuMyZ0YTtPY829fLZHkdgtpz3hoWnBKHQCLhYDiDYHbA0-1OsxxU8dPGLHcLhVuD_9JRdzEagx_q9JJZKkO_Z3I=,gAAAAABn7QoAQvq99Uu0ty44k9RS_BcVrTLrtXwBGuLeuuSLVRGXD4BU3i1N_O8ZeCOP4NekCWPR8EJz6ehEMObRSD3ec_s6DA==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABn7QoA1FgeddLM_jklvLwySk0wWjJBVLy2_2--vN24P9XFp9JC7gka3tlb_Ry5LuKXYPPiAF9cpHJxqVaomH05KCwheu5H-TV3iI73l5PBGyffwn0=,gAAAAABn7QoAh8IM0BNt9tduTyiBNKvywRJxQ2e9HQ977jIl2mdVHOMLtuJ12uXELml2Tx-3Ehw4LQ0gIdnJgtW_wAccbD8Ewg==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABn7QoAa6451ffUcWpS18duWia46WeZdP-jme3pDNrAWSrvjOZHgT5X2gYtaDcXU5is8gcwP1DQ3YBAoMmEhrXYRAExjZUnvs2PsIZ8iAbEwbK3HKQ=,gAAAAABn7QoAklEVgMPhUJipc3GUTW-UGANU-jELMWkQFWL9mot7byQCWwqNFAjnMgEejhkXEhk49Ql5CKbTdmlFfWWj04M1lA==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABn7QoAJrIFVqG9cTbFrLvGycfEkMfKcPs8vdSXtvOtmqzf-udi0pif4I9SUDmK5G0s7fog6wQL3cmkc_I8pICbpn3smI3wnQMobFXMv4UQhJgvJ60=,gAAAAABn7QoAj6-qrPInjNOrsSMbh2TZuaLjepJtMAzjmAeGaXe1ucWs1ZE1_HaCCrdPjfMp7rezdrNITqhYFmWF1zNM1VQAUw==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABn7QoApXapD92Y1NCwhcxvXruTCyK2VD6ACaepT_hKMnokl0DydjlG7JiZDKL3Hmvdp_FlIXiAcaCJe0czH2Sifsj08uaJrVaey-CI5XhVOsCwy7Y=,gAAAAABn7QoAcAuO_TXlkIBoX-yXT3cCHSfGFB4xqUyfDbVlnc1iIsAZU2CYnQ1ifh5BESlnuz8A3RsA_ODboNM4Ic28ZKRc1g==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABn7QoAQT6o-W1oINWutipUWUdmQK_LGtjVpJBFj4k3cTpVdxdnwMvPwQOY9ole73NDqBoEaRn2yKTI0IE5DXhVsoydx1tkH2Dm9U4ktypbQsiIaK4=,gAAAAABn7QoAXql5l77t9AvHj4rbW0sxYHzTbYuGw05FYhDjDd8LxPtYfqw_w803sm03oW_Dkeu1JPEv0Sn9aZEa-SuzyMZsWw==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABn7QoAn5PYsfmkgG24q6mw7Bulc8H8M5kVbu8lOhRqwSpDAE0HUmzc2nUdmXdLlebOmrlsUUGT8G4J0R-DCk8el_RnSXdmYK4n-9hRzO7w4w2neVs=,gAAAAABn7QoAnzzHVlLfde-1LRGc6RNXYvnPjTIZRdYZDDaSaH7UE66RjzJ92P4Eu3ckJnvmWN5zqPznE16aE3pJb6jZBNcBlw==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABn7QoADkODMvPzTsRVPgwxAGMEhHjhfxgiplFRkhiwuTfrQ0hucuufBK-eisWbfsUKI9PgyH5nCQO_WrhaHTQohg8HvyG44b0TOsDHYl_fI9x-9-Q=,gAAAAABn7QoA2ISYAE54flnnd4XwUz_qmBXenO_rhXGshsSzBL__f_A41lVVWXnUKBmq3YyMTu6QTfawi6Nmx9P9Nz7y6L7FEA==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABn7QoAIwF6OUlaLdG-PEDm6EQiYFwlTOpPrc-KgDNAGzGwIz0QuIe_1j5eRVhSFNPWA5-PUTbFJCZ19n8As7g0Mio3ldLZ2V9b4B850TzzEbrMiKI=,gAAAAABn7QoAS5KYatGubmTva94YbT4VW4pTGke_S_M2XCSDI3tk08SkEVIbX6-40l69S5znXAMaVKQVHJFQic0Er_UUrNX6Xg==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABn7QoA987tXzJRBqquaMI75pO8WwC3fTRdCZm9H2vUDyVKH6IfeqdmQVGuNq_9ZkQgCH3o1KSFGRjotHXaQ_8ToP3PMQlXRL8_tJBrJAjrxcCIfAs=,gAAAAABn7QoArcfszpR75a6BspG0Ui26YrdGSss5IoB8lF6h0jTwICckm6frdNAR6sCELyJfMKaTm5jCURuPneJPYejLGdr0OQ==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABn7QoAKDuIDaLcpGWe0VP35W-GW2zst2fUSyffZY5c241Hv6HfYeVsoG-0HjUFF-ACIzzihW1W28lxfPoz4QJYR0RLFMXxG_CTvbL7UJ_dVaQ50OU=,gAAAAABn7QoAQ_oI4-DfE106uCG3zy2qjyYsrfQhBjdacqk4atr8wbspKzO2fkXsRNkxjgkFYl4BxOpidNyj5ycd478NybvmzQ==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABn7QoAAorCDoiYZVgPbvpB90m2cuaCMPz-6BtRUunNuYU9P5TbfpGOtxiPiE0EldYpfc402u59YBzSnB0ZiHr2pXyJp2E1iqEctNbCO220To7kXiI=,gAAAAABn7QoAPHZ3tu8xhAmE3mtSOsX7qj0R_cvXI4nRhv0wkxpyhU_iBNR0euZuH5MVT92UaTadrKi2dujqKsak2riXyL3inA==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABn7QoA90L_ospzTipc3Y6RthFAJHdkXr_Xlyx_Nb59Dx2PMuWO13vssb_fg92EQT7aCxoOCan70lcyAqFC5ohJ6_C2pp655kM_XuQoON82zNgG8YI=,gAAAAABn7QoAlu3beVZYAA5-zUf2qzm52vKeTx5SYme81e34zjtTWoY9KqzzEosKcbnbwr36lZn72xp8fAkvyDqh4vSK9F4Piw==
HP,1.9450899171743783,8,256,16.104081563629077,4.201716131005608,9280.14242169389,a27db21618053a407d5fbfbd3b2de770b2fc319573362233040ae7dfeb4c1ae4,gAAAAABn7QoAwLH43EuCD9P3CAGrFlh9Jv50UbpoVmv2mCqfwiBmqxf58Bbz3QRUhk77BCu1B-s9_fiZDxGacmOamvWUpkmFT4VB6hyN19wSRpwP6eOlYTc=,gAAAAABn7QoAOJ5m2YzSlmaHeFbYG5htmE3OfZF8fpmRMrN18tW_TMB187LjX3_z53BsRyVF0i35s2kv1skONQM7blcQmW3V0g==
